4781,hotel,excellent
4782,breakfast,really lovely
4783,breakfast,super clean
4784,staff,Nice
4785,location,good
4786,hotel,Lovely
4787,Turmeric restaurant,exceptional
4788,Bathroom,small
4789,bar staff,could be hard work
4790,location,Great
4791,wifi,occasionally kept dropping
4792,property,easy to get the underground
4793,Indian restaurant,nice
4794,staff,no very friendly
4795,property,very clean
4796,location,very good
4797,our twin room,2 single beds pushed together
4798,staff,Knowledgeable
4799,staff,amazing
4800,staff,friendly
4801,staff,very helpful
4802,housekeeping,Excellent
4803,I,Very presentable
4804,I,clean
4805,I,comfortable
4806,Staff,helpful
4807,I,looks smart
4808,I,modern
4809,I,near the tube station as well.
4810,Staff,pleasant
4811,I,plenty of Asian restaurants nearby
4812,I,really appreciate that
4813,I,stands out among other hotels in the area
4814,stay,wonderful
4815,Room,immaculate
4816,Room,little bit small
4817,Breakfast,lovely
4818,Staff,made a fuss of my hubby for his birthday
4819,Staff,outstanding
4820,hotel,Very clean
4821,hotel,a little bit cramped when trying to walk round to the other side of the bed
4822,I,comfortable
4823,service,excellent
4824,I,kept bashing my leg on the table
4825,hotel,lovely
4826,I,polite
4827,bed,very comfortable
4828,hotel,with a couple of minor points
4829,cold or chilled drinks,came out warmer than when they were put in
4830,my husband,diabetic
4831,room,had a fridge
4832,lady on reception,informed us that it was not a fridge
4833,my husband,needs to be kept in the fridge
4834,my husband,needs to take insulin daily
4835,medication I,no longer effective
4836,medication I,told her about my husband medication
4837,he,was not able to take it
4838,they,were able to store medication for guests in one of their fridges
4839,location,Good
4840,location,close to tube station
4841,facilities,nice
4842,staff,Friendly
4843,staff,friendly
4844,Room,large
4845,Room,very nice
4846,location,cleanvalue
4847,location,moneygood
4848,bar open,no
4849,breakfast,below average for Michelin hotel
4850,storage space,not enough
4851,Rooms,clean
4852,Rooms,excellent
4853,Staff,friendly
4854,nothing,too much trouble for them
4855,Staff,very helpful
4856,water from the tap,also not very drinkable
4857,housekeeping,inconsistent
4858,they,don’t put fruit in room because of covid.
4859,you,have had nearly two years to change this information on the website
4860,additionals,weren’t present in room
4861,room,Great
4862,Staff,not well informed
4863,rooms,clean
4864,I,disappointed by this
4865,seat,enjoyable
4866,rooms,finished well
4867,staff,friendly
4868,shower,lovely
4869,rooms,of a good standard
4870,light in the corner behind the chair,would make it a lovely reading spot
4871,hotel,a little tired
4872,hotel,comfy
4873,hotel,needed re decoration
4874,hotel,nice
4875,bed,really comfortable
4876,value for money.,excellent
4877,I,Good
4878,I,had problems with water pressure.
4879,Room,could be a bit bigger
4880,we,had trouble with our card for room entry three times
4881,hotel,kept spotless
4882,pillows,not the best
4883,we,thoroughly enjoyed the breakfast
4884,room,Clean
4885,room,large
4886,eggs,not cooked well
4887,room,tidy
4888,Breakfast,very limited
4889,bathroom,lovely
4890,room,slightly small
4891,bed,very comfortable
4892,hotel room,a good size
4893,breakfast,also quite a choice
4894,i,also value for money
4895,i,good
4896,i,was only in the hotel for one night
4897,i,would of been nice to have had the option of a bath rather than just a shower
4898,bed,comfortablevery
4899,staff,friendly
4900,location,good access to Kensington high street and Earl’s Court. nothing
4901,staff,lovely
4902,lift,smelt horrible when I got in it
4903,breakfast,Cooked
4904,fruit at breakfast,fresh
4905,Staff,helpful
4906,mattress,had a dip in it
4907,mattress,needs changing
4908,staff,accommodating
4909,staff,very polite
4910,staff,amazing
4911,hotel room,very clean
4912,They,didn’t clean up the towels or the sheets
4913,They,just hanged them back up again
4914,Room,comfortable
4915,breakfast,nice
4916,wifi,. Slow
4917,rooms,Close to the tube station and lots of restaurants/bars within walking distance.
4918,rooms,Very clean
4919,Coffee,wasn't replaced
4920,location,how clean
4921,staff,how friendly
4922,pillows,very uncomfortable
4923,towels,big
4924,breakfast,excellent
4925,shower,powerful
4926,bed,very comfy
4927,location,Good
4928,bathroom,lovely
4929,bed,very noisy
4930,bed,very small
4931,sleep,amazing
4932,staff,lovely
4933,shower area,needed a bit of an update
4934,location,close to underground.
4935,leak in roof in reception water,dripping onto floor
4936,location,good
4937,breakfast buffet,had a very good selection
4938,location,no
4939,location,polite
4940,Staff,very attentivr
4941,location,Excellent
4942,hotel,very clean
4943,location,comfortable
4944,staff,friendly
4945,location,good
4946,ambience,nice
4947,I,a stones throw away from Earl's Court Station
4948,many ubers,available in the area if needed
4949,I,even attended to special requests I left on notes
4950,I,really appreciated that breakfast
4951,cleaning service,thorough
4952,everyone,very accommodating
4953,room,very spacious
4954,staff,went above and beyond
4955,staff,wonderful
4956,staff,dropped breakfast in rooms
4957,staff,not wearing masks
4958,room,10x better than expected
4959,we,appreciated
4960,gifts for our anniversary,complimentary
4961,staff,friendly
4962,staff,super helpful
4963,everywhere,very clean
4964,exterior,very posh
4965,we,walked to Hyde park and natural history museum
4966,we,would have ideally liked to be closer
4967,staff,much much more
4968,i,was able to order from other places like Sainsberrys and boots to get all that for me
4969,bathroom,smelt of smoke
4970,room,bit small
4971,room,needing update
4972,location,Good
4973,doors,Noisy
4974,room,small
4975,location,great
4976,location,quite close to everything in London
4977,bed,Comfy
4978,staff,Friendly
4979,chocolates,Nice
4980,Room,a little claustrophobic as narrow.
4981,bed,a little noisy.
4982,Sofa in room,a little run down
4983,pillows,could hace done with an extra one
4984,we,had everything we needed in our room
4985,towels,large
4986,breakfast,plenty to choose
4987,pillows,rather flat and thin
4988,we,really good
4989,towels,soft
4990,bed,very comfortable
4991,location,Great
4992,location,Lovely
4993,room,Lovely clean
4994,location,Good
4995,Hotel decor,abit tired in places
4996,Location,close by to nearest tube station
4997,staff,excellent
4998,Location,felt a little claustrophobic
4999,staff,friendly
5000,staff,helpful
5001,Location,perfect
5002,staff,also moved our dirty sex toys to clean the room
5003,staff,brought us extra towels
5004,room,clean
5005,room,comfortable
5006,we,still awaiting the arrival of the mug
5007,I,could have been cleaner
5008,staff,even made a late check out possible
5009,staff,helpful
5010,staff,polite
5011,bath,comfy
5012,Room,fully equipped
5013,Room,great
5014,Staff,helpful
5015,Staff,polite
5016,Signage in the hotel and lifts,wasn’t good
5017,room,a lot smaller than those in all the photos
5018,basement room,with no daylight
5019,staff,fabulous
5020,server in the restaurant,putting bread out on the Buffett without wearing gloves
5021,breakfast,so helpful and accommodating
5022,pillows,to hard
5023,breakfast,very good
5024,service/breakfast,excellent
5025,room,exceptionally quiet for a London hotel
5026,room,larger than expected
5027,position,good
5028,staff,helpful
5029,food,Poor
5030,location,Great
5031,room,smaller than expected
5032,staff,very friendly
5033,Staff,lovely
5034,staff service,amazing
5035,staff service,near tube station
5036,staff,Very friendly
5037,rooms,Well thought out
5038,staff,helpful
5039,staff,amazing
5040,hotel,exceeded expectations
5041,staff,super friendly
5042,room,very clean
5043,we,Lovely
5044,shower,Nice
5045,room,clean
5046,bed,clean comfortable
5047,we,good value for money
5048,staff,helpful
5049,windows,locked shut for safety
5050,we,of good quality
5051,staff,very friendly
5052,we,very friendly and helpful
5053,bed,warm
5054,we,would have liked a little fresh air
5055,staff,Excellent
5056,staff,could have a proper seating area
5057,staff,friendly
5058,tube line,Good
5059,staff,Helpful
5060,breakfast,Not a lot of choice
5061,hotel,Pleasant
5062,room,a bit on the small side
5063,room,nice.
5064,street,quiet
5065,staff,friendly
5066,staff,very clean
5067,location,clean
5068,location,comfy
5069,location,decent
5070,stay,great
5071,location,clean
5072,location,comfy
5073,location,decent
5074,stay,enjoyable
5075,staff,Friendly
5076,service,Kind
5077,service,Professional
5078,location,Very good
5079,service,courteous
5080,staff,helpful
5081,my mum,booked it
5082,price,extortionate
5083,rooms,standard
5084,my mum,was going to pay
5085,hotel,would not accept that which humiliated me
5086,staff,accommodating
5087,staff,lovely
5088,staff,very helpful
5089,Hotel,clean
5090,room,had faults
5091,room,had no outside window
5092,Hotel,tidy
5093,staff,very friendly
5094,location,Very convenient
5095,Room,spotlessly clean
5096,Room,very small
5097,BREAKFAST,VERY NICE
5098,hotel,Clean
5099,staff,friendly
5100,he,has put us off staying here again
5101,environment of the hotel,how nice
5102,money,returned to us
5103,my brother in law,told he had nothing to pay
5104,hotel,took half of the balance for the stay two days before we arrived
5105,he,where instant
5106,decor,a little tired
5107,decor,good
5108,location,Good
5109,location,comfortable
5110,staff,friendly
5111,room,very small
5112,beer,didn’t exist.
5113,beer,no
5114,staff,Very friendly
5115,upgrade,complimentary
5116,staff,helpful
5117,staff,Nice
5118,I,didn't get much sleep
5119,I,don't think I'd stay here again
5120,I,have also stayed in Central London in September
5121,other hotels location,in a much quieter area
5122,hotels location,noisy
5123,hotels location,very central
5124,welcome,Fantastic
5125,shower,Good
5126,bed,Very clean
5127,Property,a bit tired
5128,It,a bit too warm
5129,we,couldn't adjust the heating / air con
5130,we,excellent
5131,hotel,in a pretty quiet street
5132,hotel,near Earl's Court tube
5133,It,with plenty of
5134,It,within walking distance of Kensington Palace and Notting Hill Gate too
5135,staff,great
5136,room,in the basement
5137,lift,Slow
5138,location,great
5139,views,nice
5140,self-serve breakfast,cold
5141,staff,friendly
5142,room,a little smaller than expected
5143,room,clean
5144,Location,"good for access to museums,RAH and central London"
5145,room,immediately rectified our faults
5146,room,very pleasant
5147,room,dirty
5148,coffee,a bit to be desired
5149,bed,comfy
5150,breakfast,not the best
5151,I,very clean
5152,staff,fabulous
5153,location,great
5154,Air con,needs a bit of attention
5155,room,quite small for two people for any length of stay
5156,staff,took a long time
5157,location,very well located just a couple of minutes from the tube
5158,shower,Clean
5159,bed,comfy
5160,Staff,powerful
5161,Staff,very friendly
5162,shower,well equipped
5163,Location,good
5164,room 006,on the lower ground
5165,Location,very poor.
5166,wheelchair user,almost impossible to access the hotel
5167,Rooms,good
5168,stair of about 9 stairs in front of the entrance,without a wheelchair lift
5169,Staff,great.
5170,Room 217,too warm
5171,staff,Friendly
5172,staff,Great
5173,communal areas,clean
5174,location,close to thentube
5175,bed,Very soft
5176,rooms,a bit small
5177,Breakfast,very average
5178,location,excellent
5179,Breakfast,had good variety
5180,breakfast options,Couple
5181,price-quality ratio,Great
5182,room,wasn’t ready
5183,value,Very good
5184,location,great
5185,room,how spacious
5186,stay,very comfortable
5187,ROOM,NICE
5188,BREAKFAST,UNDERSTAFFED
5189,SERVICE AND FOOD,VERY POOR
5190,staff,could make the difference
5191,staff,did not always understand the questions
5192,we,limited
5193,many,still learning
5194,we,unable to really evaluate the hotel
5195,staff,very helpful
5196,replenishments on things like tea bags and toiletries,Basic
5197,location,Great
5198,replenishments on things like tea bags and toiletries,a little patchy
5199,Room,clean
5200,shower,great
5201,location,minutes from Earls Court Tube station.
5202,location,reacted quickly when alerted to shortages
5203,beds,very comfy
5204,hotel,Nice
5205,room,clean
5206,bed,comfortable
5207,Staff,excellent
5208,breakfast,good
5209,staff,Very friendly
5210,location,good
5211,staff,Friendly
5212,liftSmall bath,Very slow
5213,room,comfortable
5214,rooms,Comfy
5215,rooms,absolutely nothing like the pictures
5216,stairs and communal areas,all need a refurb
5217,We,could have the second night refunded
5218,club rooms,looked huge
5219,Shower room,minuscule
5220,We,originally due to stay 2 nights
5221,We,proximity to Earls Court tube station
5222,rooms,tiny.
5223,club rooms,turned out to be nothing like the pictures
5224,We,very tired &amp; tiny.
5225,air freshener,Too much
5226,sound insulation from reception/corridor,bad
5227,towels,weren't clean.
5228,ridge,not a proper
5229,Fridge,not working
5230,room,Excellent
5231,I,got back after my evening out
5232,facilities,necessary
5233,I,without removing the pass key
5234,staff,Really friendly helpful
5235,Air conditioning,Good
5236,We,fantastic
5237,evening barLocation,nice
5238,evening barLocation,very close to Earls Court Tube station
5239,hotels in this price range,"can vary wildly in terms of size, cleanliness and facilities"
5240,room,could pass for twice the price.
5241,upgrade on arrival,free
5242,location,Great
5243,staff,extremely friendly
5244,I,however report this to reception
5245,staff,polite
5246,I,requested our room to be serviced after our first night but it wasn’t
5247,location,very clean
5248,Breakfast,lovely
5249,Breakfast,only a short walk to the tube
5250,room,Comfortable
5251,furniture and decor,dated
5252,staff,friendly
5253,housekeeping,great
5254,bathroom,had a few issues
5255,staff,helpful
5256,bathroom,perfect for the tube and only a short walk from some of the major museums
5257,bathroom,wasn’t attached properly
5258,room,also directly below the breakfast room
5259,smell,damp
5260,room,lovely
5261,breakfast,really good
5262,hotel,to a good standard
5263,leakage in the room,small
5264,nights stay,Overall fantastic
5265,shower,a bit dated
5266,fridge and microwave,a bonus
5267,shower,didn't affect our stay
5268,bed,very comfy
5269,breakfast,a little disappointing
5270,Location,good for the things we wanted to do
5271,dinner,good value
5272,Housekeeping,missed during our stay
5273,Location,missed during our stay.
5274,request,No
5275,Staff,amazing
5276,sheets,clean
5277,drinks,free
5278,room,smelt lovely
5279,breakfast,disappointing
5280,room,good
5281,minibar,not
5282,breakfast,ok.
5283,minibar,was included
5284,Staff,Friendly
5285,Shaver socket,didnt work
5286,Staff,helpful
5287,Shaver socket,so could not plug in my toothbrush
5288,Staff,very helpful.
5289,Room,very small
5290,staff,Friendly
5291,room,good
5292,neighbours,noisy
5293,staff,convenient
5294,staff,very friendly
5295,location,Good
5296,they,badly managed
5297,breakfast,hot
5298,milk yoghurt,no
5299,they,poorly trained
5300,breakfast,shambolic
5301,Other room,did not have a window
5302,Towels,like they may be stored 2 near kitchen maybe
5303,He,seemed to have been there all day in restuarant on Wednesday without much help in the evening
5304,Towels,smelled off cooking oil
5305,He,worth his weight in gold
5306,room,Excellent
5307,room,Good sized
5308,Earls court,a bit grungy
5309,bath,nice
5310,room,"showerHelpful to have fridge, microwave and iron"
5311,check in,Delayed
5312,they,upgraded the room
5313,Room,changed at reception to 5th floor
5314,Room,wasn’t serviced during stay
5315,Staff,always there to help if required.
5316,Staff,excellent
5317,My Sons room,had a couple of small issues
5318,My Sons room,in need of some TLC
5319,My Sons room,only reported them at checkout
5320,shower,Good
5321,They,didn’t release this until you checked out
5322,They,so don’t think I’d stay there again
5323,They,took a holding deposit £139
5324,Location,Very small
5325,hair dryer,no
5326,hair dryer,provided
5327,Location,set amongst the Notting hill style streets in Kensington area
5328,Location,where the door can just about open completely
5329,rooms,comfortable with everything you need
5330,stay,great
5331,rooms,very clean
5332,staff,very helpful
5333,staff,Clean
5334,Pictures,a little misleading
5335,staff,friendly
5336,location,good
5337,gym,lacks variety of equipment
5338,features of the room,not functioning/accessible
5339,staff,Nice
5340,staff,Very small
5341,staff,helpful
5342,We,Lovely
5343,We,Wonderful
5344,We,extremely helpful when walking around
5345,places,Good
5346,Room,a little small.
5347,room,Comfortable
5348,staff,friendly helpful
5349,location,great
5350,Rooms,noisy
5351,location,a few minutes walk from Earls Court station
5352,hotel,clean
5353,staff,couldn’t do enough to help us enjoy our stay
5354,Breakfast,good
5355,location,great
5356,chef,happy to cook some for me when asked
5357,staff,very friendly
5358,We,would definitely stay here again
5359,room,nice
5360,room,specious
5361,buffet breakfast,wasn’t hot
5362,breakfast,very good
5363,reception staff,Cheery
5364,reception staff,helpful
5365,Property,very clean
5366,bed,Quiet
5367,Furniture,"could do with updating,  maybe walk in shower"
5368,Staff,efficient.
5369,bed,good
5370,Staff,polite
5371,interior,nice
5372,it,perfect
5373,it,very beautifully decorated
5374,We,Friendly
5375,location,Good
5376,We,also visited Kew Gardens from this tube stop
5377,staff,eous
5378,We,few
5379,We,paid roughly £90 per night so
5380,Room,excellent
5381,upgrade,free
5382,Room,too small
5383,Breakfast,lovely
5384,location,perfect for where we needed to get to
5385,bed (mattress),too soft
5386,Breakfast,too soft.
5387,location,good
5388,hotel,nice
5389,hotel,pleasant
5390,bed,Comfortable
5391,room,Great
5392,shower,excellent
5393,we,were asked for our luggage tickets to confirm we were staying there by the porter
5394,room,very big
5395,Staff,ALWAYS lovely
5396,we,No
5397,Staff,can't do enough for you
5398,location,great
5399,we,just never asked
5400,room,great
5401,room,tiny
5402,location,Central
5403,staff,excellent
5404,staff,helpful beyond expectations
5405,location,Decent
5406,staff,friendly
5407,Breakfast,good
5408,staff,helpful
5409,room,t serviced daily
5410,tea/milk/water,was never replenished during our 3 night stay
5411,location,not decorated how they should have been
5412,It,wasn’t near any where noisy
5413,we,could spend one last day exploring the city without the worry of our bags
5414,we,great
5415,they,looked after our bags after we checked out
5416,we,very close to the tube station
5417,Location,a little out of the way for Central London
5418,Location,clean
5419,Room,only cleaned after 1st night.
5420,Staff,professional.
5421,Room,tidy
5422,Staff,very friendly
5423,maid service,Excellent
5424,reception staff,Helpful
5425,surrounding area,felt a little unsafe
5426,We,on heightened alert when walking there at the end of an evening
5427,Staff,rally friendly.
5428,staff,Pleasant
5429,staff,friendly
5430,rooms,good
5431,staff,unable to turn off bedside light
5432,welcome,Lovely
5433,facilities,clean
5434,facilities,good
5435,facilities,tidy
5436,hotel,within easy walking distance of Earls Court underground station
5437,Transport links,Clean
5438,staff,amazing
5439,Bathroom,clean
5440,Transport links,comfortable
5441,We,definitely be coming back
5442,staff,delightful
5443,We,exceptional
5444,We,had everything you need
5445,staff,helpful
5446,gym,small
5447,We,spacious
5448,Bathroom,well equipped
5449,it,a nice touch
5450,Mira,greeted us on check in and when checking out
5451,room,satisfactory
5452,plug in bathroom,Broken
5453,room,Clean
5454,Maids,coming in to set up cot
5455,Wifi,didnt work
5456,staff,fixed this for us.
5457,Maids,just walked in
5458,staff,was fixed
5459,room,"with a mini bar, microwave and safe, dressing gown and slippers all little bonuses"
5460,Beds,single
5461,Beds,t comfortable
5462,Staff,very welcoming
5463,staff,compensated/ resolved.
5464,staff,fantastic
5465,tube links,good
5466,couples stay,great
5467,Rooms,had everything you needed
5468,Rooms,not big
5469,we,would return
5470,We,excellent
5471,Breakfast,ok.
5472,room,quite comfortable
5473,service,very friendly
5474,room,what you would expect for a 4-star hotel
5475,rooms,Small
5476,Location,clean
5477,Staff,friendly
5478,Location,great
5479,Breakfast,not worth getting up for.
5480,bed,small
5481,touch,arranged.
5482,Early check in,was arranged.
5483,hotel,Lovely
5484,reception staff,exceptional
5485,location,good
5486,location,reasonably priced
5487,staff,exceptional
5488,bed,Comfy
5489,curtains,good blackout
5490,bathroom,nice
5491,staff,Friendly
5492,location,good
5493,lighting system,complicated
5494,lift,tiny
5495,bed,Big
5496,location,convenient
5497,It,close to the underground
5498,It,"quite nice, clean and comfortable"
5499,I,amazing
5500,rooms,comfortable
5501,rooms,nice
5502,it,quite close to the tube station
5503,room,quite small
5504,rooms,small
5505,I,was able to check in early with no hassles
5506,staff,Very helpful
5507,Location,close to Earls Court tube
5508,Location,very good
5509,service,Excellent
5510,service,extremely polite and helpful
5511,we,felt needed to be complained about
5512,we,happy with everything
5513,we,mentioned to reception and within minutes
5514,Breakfast,very good
5515,Breakfast,very slight
5516,staff,Very friendly
5517,staff,near the underground station
5518,Breakfast,not what we expected to be
5519,rooms,very clean
5520,rooms,with all the facilities and comfort
5521,Breakfast,bit cold
5522,Bed,comfy
5523,Breakfast,took my breakfast away
5524,Location,a nice touch
5525,Location,ideal
5526,Location,offered tea &amp; coffee facilities
5527,Location,right outside Earls Court Underground
5528,Location,spacious
5529,room,Nice
5530,welcome gifts,Nice free
5531,room,clean
5532,room,functional
5533,room,nice
5534,room,tidy
5535,wine Staff,very friendly
5536,bathroom,clean
5537,Room,comfortable
5538,Cleaning staff,quite noisy in the mornings in the corridor
5539,price,Very good
5540,room,could use a bit of upgrading
5541,location,good
5542,room,right at the bottom
5543,room,still nice
5544,You,could also find lots of restaurants around
5545,tube station,like 3minutes walk
5546,location,perfect
5547,staff,very accommodating
5548,TV,Amazing
5549,bathroom,Amazing luxury
5550,Google maps,directed me to the wrong hotel
5551,i,also had to wait an hour to get my room
5552,staff,friendly
5553,i,good.
5554,i,had let them know in advance expected arrival via booking
5555,comthe gym,narrow
5556,comthe gym,not good at all
5557,i,very tight
5558,drinks,Complimentary
5559,charge,additional
5560,Rooms,clean
5561,plane omlete,free
5562,Rooms,nice.
5563,Rooms,sy
5564,omelettes,the worst
5565,Breakfast,very poor
5566,Reception staff,works well
5567,bed,Superior
5568,staff,extremely helpful
5569,room,lovely
5570,bed,very comfy
5571,staff,very friendly
5572,Staff,accommodating
5573,Staff,excellent
5574,stay,very pleasant
5575,Staff,very polite
5576,room,exceptionally clean
5577,room,seemed still very small after paying for the upgrade
5578,hotel,well kept
5579,we,Very pleasant
5580,accommodation,good
5581,we,had volume on TV
5582,we,notified the reception
5583,we,very loud
5584,we,woke us up
5585,breakfast,Very good
5586,Staff,Efficient
5587,Location,Efficient and friendly
5588,Our room,a little small
5589,Hotel,clean
5590,Our room,comfortable
5591,Breakfast,could be a little more varied
5592,Location,not brilliant
5593,Staff,very good
5594,Our room,well appointed
5595,Hotel,well run
5596,location,Good
5597,location,2 minute walk away from the tube station
5598,room,extremely comfortable
5599,We,made us feel extremely special
5600,hotel staff,made us feel very welcome
5601,We,"provided chocolates, balloons, a bottle of wine and a card for my boyfriends birthday"
5602,We,very helpful and lovely
5603,We,wished we couldve stayed for much longer
5604,upgrade,still very small
5605,they,came to help us move
5606,staff,did anything they could to ensure we had a great stay
5607,they,gave us time to pack up
5608,We,good
5609,We,insisted to do it
5610,We,lovely
5611,our room,only had a shower
5612,I,really cannot fault the service at all.
5613,I,said to leave for us to make the cot up
5614,I,still breastfeeding
5615,We,took our 4 month old son with us
5616,Beds,very comfortable
5617,they,went out of their way to help up
5618,underground,a 5 minute walk away
5619,location,good
5620,Photos,live up to expectation
5621,bath we,needed to upgrade
5622,restaurants,very handy for us when we took our son out asleep in his pram
5623,room,Clean
5624,staff,Nice
5625,herbs,dangerous spicy
5626,hotel,good
5627,room,not really big
5628,staff,made us feel welcome on arrival
5629,breakfast,not great value for the money you pay for
5630,breakfast,very bland
5631,staff,very friendly
5632,breakfast,with not much to offer on the buffet
5633,staff,Exceptionally friend
5634,staff,Very good
5635,they,apologized
5636,2 of the rooms,didn't have windows
5637,they,gave us a bottle of champagne and other treats
5638,beds,great
5639,staff,kind
5640,staff,Fantastic
5641,staff,even gave the husband a present for his belated birthday
5642,Breakfast,should have been better
5643,staff,fabulous
5644,room,a little small
5645,location,on the Picadilly line v handy for Heathrow .
5646,restaurants nearby,only ok
5647,staff,very helpful
5648,drink,complimentary
5649,room,a bit small but confortable
5650,front desk staff,have recognized my birthday with a nice gesture of baloons and chocolates
5651,Staff,remarkably friendly
5652,beds,very comfortable
5653,Staff,very helpful
5654,I,would rate staff 100 out of 10.
5655,staff,Good
5656,staff,Helpful
5657,Breakfast,cold
5658,bacon,over cooked
5659,staff,Really lovely
5660,staff,at least put up a TV
5661,I,chose hotel because of reviews
5662,They,shouldn’t have bothered.
5663,I,wanted a fitness centre
5664,bar area,no
5665,rooms,really comfortable
5666,staff,Slightly tired
5667,staff,very friendly
5668,location,Excellent
5669,breakfast,No
5670,location,handy for the Piccadily line
5671,location,Close to the underground for easy access to different routes
5672,location,Great
5673,Breakfast,not enough choice
5674,Breakfast,not very good
5675,staff,Great helpful
5676,weather,bad
5677,location,good
5678,Indian restaurant on site,not great
5679,room,Lovely furnished
5680,bed,very clean
5681,bed,very comfortable
5682,Buffets,cold dry exspensive
5683,staff,attentive
5684,I,could do with a bit more local knowledge
5685,I,excellent
5686,staff,Helpful
5687,Breakfast,Normal
5688,Room,Very central close to tube.
5689,Breakfast,could be better
5690,hotel,getting old
5691,windows,cannot be opened
5692,window,could not be opened as most of the windows
5693,people,very nice
5694,room,very small
5695,housekeeping lady,changed it
5696,hotel entrance,a few steps
5697,beds,comfortable
5698,Rooms size,convenient
5699,housekeeping,did not bother to separate the beds as we requested twin beds
5700,staff,great
5701,lobby,helpful
5702,restaurant,not easy for us with a baby stroller
5703,location,not far from a few c
5704,location,not great
5705,restaurant,provided a baby crib fro free
5706,lobby,too small
5707,Breakfast,very basic
5708,hotel,very close to the underground station
5709,hotel entrance,with no other access
5710,staff,friendly
5711,breakfast,good
5712,reception staff,great
5713,staff,Attentive
5714,light,Natural
5715,neighborhood,Nice
5716,shower,Nice size
5717,room,Size
5718,quality,mediocre
5719,Location,no
5720,attractionsBathroom,uncomfortable (except for shower size
5721,hairdryer in the room,No
5722,room,great
5723,Staff,where helpful
5724,staff,A bit far out from the main shopping areas
5725,room,Clean
5726,staff,friendly
5727,hotel staff,a little further away from amenities
5728,view,a little further away from amenities than I would have liked
5729,view,across rooftops
5730,location,always a bonus
5731,location,away from busy roads
5732,location,delicious
5733,My keycard,didn't work on the 1st attempt
5734,hotel staff,helpful
5735,My room,larger than expected
5736,location,quieter
5737,view,so pleasant
5738,hotel staff,tried several times to wait to see if it would work
5739,bed,Not worth the money
5740,bed,good
5741,staff,lovely
5742,bed,not what to expect in a 4* hotel.
5743,staff,very helpful
5744,Air conditioning,noisy
5745,guest,carried her luggage up
5746,bathroom,clean
5747,room,fine
5748,shower,good
5749,Stairs to enter the building,not convenient for older travelers or people with heart conditions like my companion
5750,room,not convenient for older travelers or people with heart conditions like my companion.
5751,Wifi,not strong enough
5752,reception,spotty
5753,bathroom,very good
5754,it,a bit deceptive with its name Kensington
5755,it,off Earl’s Court road.
5756,room,Great
5757,room,also cleaned daily
5758,bed,comfortable
5759,pillows,great
5760,Staff,helpful
5761,bed,reasonably priced
5762,bed,very clean
5763,staff,Lovely
5764,Über,never came twice due to location
5765,Everything,OK.
5766,hotel,did not have a dedicated Lounge and Bar
5767,Food,excellent
5768,Room,good
5769,Room,not of a deluxe standard as requested
5770,First room,not ready
5771,Staff,sorted my complaints quickly
5772,Staff,very helpful
5773,they,still waiting for a refund
5774,they,took 50% extra payment
5775,welcome from Nina on reception,fantastic
5776,location,fine
5777,Rooms,good size
5778,shower,great
5779,Hogarth Road,isn’t the nicest road in Kensington
5780,Hogarth Road,ok
5781,Rooms,very clean
5782,Rooms,very comfortable
5783,welcome from Nina on reception,with upgraded rooms without asking.
5784,staff,Polite
5785,bedroom,Really big spacious
5786,bed,comfy
5787,towels,had stains on them
5788,hotel,nice
5789,bathroom,unclean
5790,I,very comfy.
5791,I,a bit small
5792,I,comfy
5793,I,didnt really enjoy the shower
5794,I,never ask for a bath
5795,hotel,Nice
5796,staff,friendly
5797,staff,helpful
5798,room,satisfactory
5799,I,have had a lot of trouble with paying just for one nights stay.
5800,I,lovely
5801,staff,nice
5802,position,too far out for my needs.
5803,Staff,not even aware of some spot there.
5804,Staff,speaking loudly in some foreign language
5805,Staff,totally rude
5806,Breakfast,average
5807,satellite,would have made a big difference
5808,room,barely adequate
5809,Staff,didn’t work consistently
5810,location,excellent
5811,of the towels,had holes and scuff marks
5812,Staff,pleasant
5813,towels,sorely lacking
5814,WiFi signal,sporadic
5815,WiFi signal,weak
5816,sound proofing,Great
5817,air conditioning,a great feature
5818,Breakfast,adequate
5819,We,air conditioned
5820,unit in our room,couldn't be turned down very low
5821,We,enjoyed our stay
5822,staff,friendly
5823,We,great
5824,pillows,less so
5825,green light,mysterious
5826,room,quiet
5827,air conditioning,really needed
5828,green light,something to do with a smoke or fire alarm
5829,green light,very bright and interrupted sleep
5830,bed,very comfortable
5831,bed,would have been nice to have more choice of fruit
5832,carpet,distinctly shabby
5833,stairways of the hotel,need to be spruced up
5834,directions,No
5835,location,Excellent
5836,price,Great
5837,staff,eager to please/help.
5838,Room,fine
5839,situation of room,had no lift access
5840,staff,really friendly
5841,i,likedc everything about the hotel
5842,staff,Friendly
5843,parking,frustrating
5844,holtel,great
5845,breakfast,phoned down an mention about it .
5846,view,No
5847,restorant at the base of the Hotel,a little expensive
5848,staff,always a good word or little chat with them
5849,enouth Bathroom for a bath,big
5850,you,can deal with it
5851,bed,expensive
5852,Breakfast,generous
5853,bed,huge
5854,you,really good
5855,staff,really kind
5856,lot of things,salty
5857,room,with some space
5858,bed,Comfy
5859,location,Excellent
5860,check-out,Very fast
5861,reception staff,came out to the street when they saw me struggling with luggage
5862,location,came out to the street when they saw me struggling with luggage.
5863,location,great
5864,I,immediately put our taxi to the station on their account
